True function dump (x f), grid of 50 pts
    0.00000000E+00        1.39954314E-08    
    1.42857143E-01        1.42371777E-01    
    2.85714286E-01        2.81843003E-01    
    4.28571429E-01        4.15572319E-01    
    5.71428571E-01        5.40835589E-01    
    7.14285714E-01        6.55081808E-01    
    8.57142857E-01        7.55986038E-01    
    1.00000000E+00        8.41498950E-01    
    1.14285714E+00        9.09893259E-01    
    1.28571429E+00        9.59808457E-01    
    1.42857143E+00        9.90296888E-01    
    1.57142857E+00        1.00087624E+00    
    1.71428571E+00        9.91595601E-01    
    1.85714286E+00        9.63122952E-01    
    2.00000000E+00        9.16860067E-01    
    2.14285714E+00        8.55082753E-01    
    2.28571429E+00        7.81089290E-01    
    2.42857143E+00        6.99316479E-01    
    2.57142857E+00        6.15355436E-01    
    2.71428571E+00        5.35777663E-01    
    2.85714286E+00        4.67680838E-01    
    3.00000000E+00        4.17899294E-01    
    3.14285714E+00        3.91905003E-01    
    3.28571429E+00        3.92543346E-01    
    3.42857143E+00        4.18873408E-01    
    3.57142857E+00        4.65465356E-01    
    3.71428571E+00        5.22494769E-01    
    3.85714286E+00        5.76834607E-01    
    4.00000000E+00        6.14094283E-01    
    4.14285714E+00        6.21259265E-01    
    4.28571429E+00        5.89346964E-01    
    4.42857143E+00        5.15414467E-01    
    4.57142857E+00        4.03380954E-01    
    4.71428571E+00        2.63434591E-01    
    4.85714286E+00        1.10180038E-01    
    5.00000000E+00       -3.99846834E-02    
    5.14285714E+00       -1.71605136E-01    
    5.28571429E+00       -2.72404934E-01    
    5.42857143E+00       -3.34614648E-01    
    5.57142857E+00       -3.55285288E-01    
    5.71428571E+00       -3.35743788E-01    
    5.85714286E+00       -2.80512457E-01    
    6.00000000E+00       -1.96051179E-01    
    6.14285714E+00       -8.96136691E-02    
    6.28571429E+00        3.16121315E-02    
    6.42857143E+00        1.61032307E-01    
    6.57142857E+00        2.92886228E-01    
    6.71428571E+00        4.22283297E-01    
    6.85714286E+00        5.45128624E-01    
    7.00000000E+00        6.58010091E-01    
